2019-04-30-17-30-58
--------------------------------------------------------------------------------------------------------------------
batchSize: 32
epoch: 2
lr: 0.001
--------------------------------------------------------------------------------------------------------------------
train directory has 2496 samples
validation directory has 312 samples
test directory has 312 samples
using pretrained vgg11 as encoder
epoch: 1/2, batch: 1/78, loss-train: 22366658560.0000, batch time taken: 2.09s, eta_epoch: 0.04 hours
epoch: 1/2, batch: 2/78, loss-train: 22872862720.0000, batch time taken: 0.99s, eta_epoch: 0.03 hours
epoch: 1/2, batch: 3/78, loss-train: 22744408746.6667, batch time taken: 1.19s, eta_epoch: 0.03 hours
epoch: 1/2, batch: 4/78, loss-train: 67185334784.0000, batch time taken: 1.19s, eta_epoch: 0.03 hours
epoch: 1/2, batch: 5/78, loss-train: 58049761689.6000, batch time taken: 1.20s, eta_epoch: 0.03 hours
epoch: 1/2, batch: 6/78, loss-train: 52179332096.0000, batch time taken: 1.23s, eta_epoch: 0.03 hours
epoch: 1/2, batch: 7/78, loss-train: 47722896530.2857, batch time taken: 1.19s, eta_epoch: 0.03 hours
epoch: 1/2, batch: 8/78, loss-train: 44407576576.0000, batch time taken: 1.21s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 9/78, loss-train: 41917739235.5556, batch time taken: 1.19s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 10/78, loss-train: 39946582220.8000, batch time taken: 1.17s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 11/78, loss-train: 38396914408.7273, batch time taken: 1.18s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 12/78, loss-train: 37041006080.0000, batch time taken: 1.19s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 13/78, loss-train: 35852680113.2308, batch time taken: 1.21s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 14/78, loss-train: 34796967643.4286, batch time taken: 1.20s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 15/78, loss-train: 33968944469.3333, batch time taken: 1.23s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 16/78, loss-train: 33249470464.0000, batch time taken: 1.23s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 17/78, loss-train: 32559212544.0000, batch time taken: 1.23s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 18/78, loss-train: 31969002040.8889, batch time taken: 1.20s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 19/78, loss-train: 31446150413.4737, batch time taken: 1.18s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 20/78, loss-train: 31021372313.6000, batch time taken: 1.17s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 21/78, loss-train: 30553357750.8571, batch time taken: 1.17s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 22/78, loss-train: 30166096337.4545, batch time taken: 1.27s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 23/78, loss-train: 29760162326.2609, batch time taken: 1.27s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 24/78, loss-train: 29463020544.0000, batch time taken: 1.21s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 25/78, loss-train: 29062456279.0400, batch time taken: 1.22s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 26/78, loss-train: 28815032635.0769, batch time taken: 1.20s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 27/78, loss-train: 28536848384.0000, batch time taken: 1.18s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 28/78, loss-train: 28247527131.4286, batch time taken: 1.21s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 29/78, loss-train: 27980532912.5517, batch time taken: 1.21s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 30/78, loss-train: 27731600042.6667, batch time taken: 1.17s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 31/78, loss-train: 27608454969.8064, batch time taken: 1.18s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 32/78, loss-train: 27442945600.0000, batch time taken: 1.18s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 33/78, loss-train: 27308268699.1515, batch time taken: 1.20s, eta_epoch: 0.02 hours
epoch: 1/2, batch: 34/78, loss-train: 27118568749.1765, batch time taken: 1.20s, eta_epoch: 0.01 hours
epoch: 1/2, batch: 35/78, loss-train: 26992365685.0286, batch time taken: 1.19s, eta_epoch: 0.01 hours
epoch: 1/2, batch: 36/78, loss-train: 26870193322.6667, batch time taken: 1.16s, eta_epoch: 0.01 hours
epoch: 1/2, batch: 37/78, loss-train: 26732933728.8649, batch time taken: 1.22s, eta_epoch: 0.01 hours
epoch: 1/2, batch: 38/78, loss-train: 26579333497.2632, batch time taken: 1.22s, eta_epoch: 0.01 hours
