2019-04-30-17-26-37
--------------------------------------------------------------------------------------------------------------------
batchSize: 32
epoch: 60
lr: 0.001
--------------------------------------------------------------------------------------------------------------------
train directory has 2496 samples
validation directory has 312 samples
test directory has 312 samples
using pretrained vgg11 as encoder
epoch: 1/60, batch: 1/78, loss-train: 21778487296.0000, batch time taken: 2.05s, eta_epoch: 0.04 hours
epoch: 1/60, batch: 2/78, loss-train: 21600720896.0000, batch time taken: 0.99s, eta_epoch: 0.03 hours
epoch: 1/60, batch: 3/78, loss-train: 21757257728.0000, batch time taken: 1.18s, eta_epoch: 0.03 hours
epoch: 1/60, batch: 4/78, loss-train: 282724716032.0000, batch time taken: 1.26s, eta_epoch: 0.03 hours
epoch: 1/60, batch: 5/78, loss-train: 230610424217.6000, batch time taken: 1.23s, eta_epoch: 0.03 hours
epoch: 1/60, batch: 6/78, loss-train: 195705292117.3333, batch time taken: 1.21s, eta_epoch: 0.03 hours
epoch: 1/60, batch: 7/78, loss-train: 170790939794.2857, batch time taken: 1.27s, eta_epoch: 0.03 hours
epoch: 1/60, batch: 8/78, loss-train: 152279107328.0000, batch time taken: 1.16s, eta_epoch: 0.03 hours
epoch: 1/60, batch: 9/78, loss-train: 137815949994.6667, batch time taken: 1.18s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 10/78, loss-train: 126195364454.4000, batch time taken: 1.23s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 11/78, loss-train: 116765524340.3636, batch time taken: 1.19s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 12/78, loss-train: 108866911914.6667, batch time taken: 1.18s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 13/78, loss-train: 102270456595.6923, batch time taken: 1.24s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 14/78, loss-train: 96458348397.7143, batch time taken: 1.24s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 15/78, loss-train: 91520864529.0667, batch time taken: 1.20s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 16/78, loss-train: 87191919616.0000, batch time taken: 1.18s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 17/78, loss-train: 83395165364.7059, batch time taken: 1.19s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 18/78, loss-train: 79998639445.3333, batch time taken: 1.16s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 19/78, loss-train: 76965524749.4737, batch time taken: 1.16s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 20/78, loss-train: 74213959372.8000, batch time taken: 1.18s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 21/78, loss-train: 71723425401.9048, batch time taken: 1.22s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 22/78, loss-train: 69445288122.1818, batch time taken: 1.20s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 23/78, loss-train: 67382694066.0870, batch time taken: 1.22s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 24/78, loss-train: 65485744384.0000, batch time taken: 1.22s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 25/78, loss-train: 63753166028.8000, batch time taken: 1.20s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 26/78, loss-train: 62128984300.3077, batch time taken: 1.21s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 27/78, loss-train: 60657820254.8148, batch time taken: 1.19s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 28/78, loss-train: 59213134921.1429, batch time taken: 1.17s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 29/78, loss-train: 57939585942.0690, batch time taken: 1.21s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 30/78, loss-train: 56798395596.8000, batch time taken: 1.18s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 31/78, loss-train: 55609824289.0323, batch time taken: 1.21s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 32/78, loss-train: 54547885056.0000, batch time taken: 1.33s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 33/78, loss-train: 53529361811.3939, batch time taken: 1.32s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 34/78, loss-train: 52575628348.2353, batch time taken: 1.19s, eta_epoch: 0.02 hours
epoch: 1/60, batch: 35/78, loss-train: 51700935943.3143, batch time taken: 1.25s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 36/78, loss-train: 50888793998.2222, batch time taken: 1.17s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 37/78, loss-train: 50084696728.2162, batch time taken: 1.21s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 38/78, loss-train: 49353397086.3158, batch time taken: 1.21s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 39/78, loss-train: 48656398861.1282, batch time taken: 1.23s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 40/78, loss-train: 48003487180.8000, batch time taken: 1.25s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 41/78, loss-train: 47353539908.6829, batch time taken: 1.20s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 42/78, loss-train: 46742614503.6190, batch time taken: 1.21s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 43/78, loss-train: 46117723302.6977, batch time taken: 1.18s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 44/78, loss-train: 45531948218.1818, batch time taken: 1.21s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 45/78, loss-train: 45016342846.5778, batch time taken: 1.18s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 46/78, loss-train: 44512728998.9565, batch time taken: 1.17s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 47/78, loss-train: 44071074009.8723, batch time taken: 1.20s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 48/78, loss-train: 43599442901.3333, batch time taken: 1.26s, eta_epoch: 0.01 hours
epoch: 1/60, batch: 49/78, loss-train: 43152216231.1837, batch time taken: 1.28s, eta_epoch: 0.01 hours
