--------------------------------------------------------------------------------------------------------------------
batch_size: 4
dir_lf: D:\Data\MR2CTsynthesis
dir_project: C:\Users\reasat\Projects\MR2CTsynthesis
folder_data: MRCT_data_2D_256_256_tif
gdlNorm: 2
lambda_AD: 1.0
lambda_gdl: 0.0001
lambda_rec: 1e-05
lr_netD: 1.0
lr_netG: 1.0
max_epochs: 50
numOfChannel_allSource: 1
pretrained: None
rt_th: 0.005
save_epoch: 10
--------------------------------------------------------------------------------------------------------------------
train directory has 2496 samples
validation directory has 312 samples
test directory has 312 samples
training ...
epoch: 1/50, batch: 1/624, lossD_real_avg: 0.7523, lossD_fake_avg: 0.6392, lossG_avg: 10.2157, lossG_G_avg: 6.4289, lossG_D_avg: 0.0000, lossG_gdl_avg: 3.7868, eta_epoch: 0.34 hours,
epoch: 1/50, batch: 2/624, lossD_real_avg: 0.3761, lossD_fake_avg: 14.1351, lossG_avg: 9.9812, lossG_G_avg: 6.1852, lossG_D_avg: 0.0000, lossG_gdl_avg: 3.7960, eta_epoch: 0.19 hours,
epoch: 1/50, batch: 3/624, lossD_real_avg: 0.2508, lossD_fake_avg: 18.6337, lossG_avg: 9.2590, lossG_G_avg: 5.5835, lossG_D_avg: 0.0000, lossG_gdl_avg: 3.6755, eta_epoch: 0.15 hours,
epoch: 1/50, batch: 4/624, lossD_real_avg: 0.1881, lossD_fake_avg: 20.8831, lossG_avg: 8.2851, lossG_G_avg: 4.9580, lossG_D_avg: 0.0000, lossG_gdl_avg: 3.3270, eta_epoch: 0.12 hours,
epoch: 1/50, batch: 5/624, lossD_real_avg: 0.1505, lossD_fake_avg: 22.2327, lossG_avg: 7.5568, lossG_G_avg: 4.3784, lossG_D_avg: 0.0000, lossG_gdl_avg: 3.1784, eta_epoch: 0.11 hours,
epoch: 1/50, batch: 6/624, lossD_real_avg: 0.1254, lossD_fake_avg: 23.1324, lossG_avg: 7.0660, lossG_G_avg: 4.0362, lossG_D_avg: 0.0000, lossG_gdl_avg: 3.0299, eta_epoch: 0.10 hours,
epoch: 1/50, batch: 7/624, lossD_real_avg: 0.1075, lossD_fake_avg: 23.7750, lossG_avg: 6.7497, lossG_G_avg: 3.8651, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.8846, eta_epoch: 0.09 hours,
epoch: 1/50, batch: 8/624, lossD_real_avg: 0.0940, lossD_fake_avg: 24.2570, lossG_avg: 6.4683, lossG_G_avg: 3.6894, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.7788, eta_epoch: 0.08 hours,
epoch: 1/50, batch: 9/624, lossD_real_avg: 0.0836, lossD_fake_avg: 24.6319, lossG_avg: 6.1715, lossG_G_avg: 3.5032, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.6684, eta_epoch: 0.08 hours,
epoch: 1/50, batch: 10/624, lossD_real_avg: 0.0752, lossD_fake_avg: 24.9318, lossG_avg: 5.9620, lossG_G_avg: 3.3562, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.6058, eta_epoch: 0.08 hours,
epoch: 1/50, batch: 11/624, lossD_real_avg: 0.0684, lossD_fake_avg: 25.1772, lossG_avg: 5.7206, lossG_G_avg: 3.1782, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.5424, eta_epoch: 0.07 hours,
epoch: 1/50, batch: 12/624, lossD_real_avg: 0.0627, lossD_fake_avg: 25.3817, lossG_avg: 5.4991, lossG_G_avg: 3.0267, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.4724, eta_epoch: 0.07 hours,
epoch: 1/50, batch: 13/624, lossD_real_avg: 0.0579, lossD_fake_avg: 25.5547, lossG_avg: 5.3007, lossG_G_avg: 2.8909, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.4098, eta_epoch: 0.07 hours,
epoch: 1/50, batch: 14/624, lossD_real_avg: 0.0537, lossD_fake_avg: 25.7030, lossG_avg: 5.1581, lossG_G_avg: 2.7660, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.3921, eta_epoch: 0.07 hours,
epoch: 1/50, batch: 15/624, lossD_real_avg: 0.0502, lossD_fake_avg: 25.8316, lossG_avg: 4.9922, lossG_G_avg: 2.6526, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.3396, eta_epoch: 0.06 hours,
epoch: 1/50, batch: 16/624, lossD_real_avg: 0.0470, lossD_fake_avg: 25.9440, lossG_avg: 4.8755, lossG_G_avg: 2.5618, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.3137, eta_epoch: 0.06 hours,
epoch: 1/50, batch: 17/624, lossD_real_avg: 0.0443, lossD_fake_avg: 26.0433, lossG_avg: 4.7748, lossG_G_avg: 2.4638, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.3111, eta_epoch: 0.06 hours,
epoch: 1/50, batch: 18/624, lossD_real_avg: 0.0418, lossD_fake_avg: 26.1315, lossG_avg: 4.6742, lossG_G_avg: 2.3781, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.2962, eta_epoch: 0.06 hours,
epoch: 1/50, batch: 19/624, lossD_real_avg: 0.0396, lossD_fake_avg: 26.2104, lossG_avg: 4.6110, lossG_G_avg: 2.3246, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.2864, eta_epoch: 0.06 hours,
epoch: 1/50, batch: 20/624, lossD_real_avg: 0.0376, lossD_fake_avg: 26.2814, lossG_avg: 4.5109, lossG_G_avg: 2.2463, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.2646, eta_epoch: 0.06 hours,
epoch: 1/50, batch: 21/624, lossD_real_avg: 0.0358, lossD_fake_avg: 26.3457, lossG_avg: 4.4197, lossG_G_avg: 2.1765, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.2432, eta_epoch: 0.06 hours,
epoch: 1/50, batch: 22/624, lossD_real_avg: 0.0342, lossD_fake_avg: 26.4041, lossG_avg: 4.3367, lossG_G_avg: 2.1242, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.2125, eta_epoch: 0.06 hours,
epoch: 1/50, batch: 23/624, lossD_real_avg: 0.0327, lossD_fake_avg: 26.4575, lossG_avg: 4.3236, lossG_G_avg: 2.1297, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.1939, eta_epoch: 0.06 hours,
epoch: 1/50, batch: 24/624, lossD_real_avg: 0.0313, lossD_fake_avg: 26.5064, lossG_avg: 4.2912, lossG_G_avg: 2.1145, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.1767, eta_epoch: 0.06 hours,
epoch: 1/50, batch: 25/624, lossD_real_avg: 0.0301, lossD_fake_avg: 26.5513, lossG_avg: 4.2316, lossG_G_avg: 2.0641, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.1676, eta_epoch: 0.06 hours,
epoch: 1/50, batch: 26/624, lossD_real_avg: 0.0289, lossD_fake_avg: 26.5929, lossG_avg: 4.1842, lossG_G_avg: 2.0220, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.1622, eta_epoch: 0.06 hours,
epoch: 1/50, batch: 27/624, lossD_real_avg: 0.0279, lossD_fake_avg: 26.6313, lossG_avg: 4.1313, lossG_G_avg: 1.9791, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.1522, eta_epoch: 0.06 hours,
epoch: 1/50, batch: 28/624, lossD_real_avg: 0.0269, lossD_fake_avg: 26.6670, lossG_avg: 4.0910, lossG_G_avg: 1.9584, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.1327, eta_epoch: 0.05 hours,
epoch: 1/50, batch: 29/624, lossD_real_avg: 0.0259, lossD_fake_avg: 26.7003, lossG_avg: 4.0467, lossG_G_avg: 1.9282, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.1186, eta_epoch: 0.05 hours,
epoch: 1/50, batch: 30/624, lossD_real_avg: 0.0251, lossD_fake_avg: 26.7313, lossG_avg: 4.0030, lossG_G_avg: 1.8946, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.1084, eta_epoch: 0.05 hours,
epoch: 1/50, batch: 31/624, lossD_real_avg: 0.0243, lossD_fake_avg: 26.7603, lossG_avg: 3.9837, lossG_G_avg: 1.8782, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.1055, eta_epoch: 0.05 hours,
epoch: 1/50, batch: 32/624, lossD_real_avg: 0.0235, lossD_fake_avg: 26.7875, lossG_avg: 3.9485, lossG_G_avg: 1.8526, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.0959, eta_epoch: 0.05 hours,
epoch: 1/50, batch: 33/624, lossD_real_avg: 0.0228, lossD_fake_avg: 26.8131, lossG_avg: 3.9179, lossG_G_avg: 1.8271, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.0908, eta_epoch: 0.05 hours,
epoch: 1/50, batch: 34/624, lossD_real_avg: 0.0221, lossD_fake_avg: 26.8371, lossG_avg: 3.8675, lossG_G_avg: 1.7937, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.0738, eta_epoch: 0.05 hours,
epoch: 1/50, batch: 35/624, lossD_real_avg: 0.0215, lossD_fake_avg: 26.8598, lossG_avg: 3.8355, lossG_G_avg: 1.7708, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.0647, eta_epoch: 0.05 hours,
epoch: 1/50, batch: 36/624, lossD_real_avg: 0.0209, lossD_fake_avg: 26.8812, lossG_avg: 3.8068, lossG_G_avg: 1.7520, lossG_D_avg: 0.0000, lossG_gdl_avg: 2.0548, eta_epoch: 0.05 hours,
